Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pX	 L2N20pX	 L3N20pX	 L1N20FX	 L2N20FX	 L3N20FX	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
2.31	 693181	 1.06823e+06	 1.06823e+06	 15.1389	 7.33892	 7.33892	 520875	 -454078	 -454078	 
2.32	 692973	 1.06809e+06	 1.06809e+06	 15.1384	 7.33839	 7.33839	 520720	 -454021	 -454021	 
2.33	 692779	 1.06796e+06	 1.06796e+06	 15.1379	 7.33786	 7.33786	 520575	 -453961	 -453961	 
2.34	 692599	 1.06781e+06	 1.06781e+06	 15.1373	 7.33733	 7.33733	 520441	 -453899	 -453899	 
2.35	 692431	 1.06766e+06	 1.06766e+06	 15.1368	 7.3368	 7.3368	 520315	 -453835	 -453835	 
2.36	 692276	 1.06751e+06	 1.06751e+06	 15.1363	 7.33626	 7.33626	 520200	 -453769	 -453769	 
2.37	 692132	 1.06735e+06	 1.06735e+06	 15.1357	 7.33573	 7.33573	 520093	 -453700	 -453700	 
2.38	 692000	 1.06719e+06	 1.06719e+06	 15.1352	 7.33519	 7.33519	 519994	 -453630	 -453630	 
2.39	 691878	 1.06703e+06	 1.06703e+06	 15.1346	 7.33465	 7.33465	 519903	 -453559	 -453559	 
2.4	 691767	 1.06686e+06	 1.06686e+06	 15.1341	 7.3341	 7.3341	 519820	 -453486	 -453486	 
2.41	 691664	 1.06669e+06	 1.06669e+06	 15.1336	 7.33356	 7.33356	 519743	 -453411	 -453411	 
2.42	 691569	 1.06651e+06	 1.06651e+06	 15.133	 7.33301	 7.33301	 519673	 -453336	 -453336	 
2.43	 691482	 1.06633e+06	 1.06633e+06	 15.1325	 7.33246	 7.33246	 519607	 -453260	 -453260	 
2.44	 691401	 1.06616e+06	 1.06616e+06	 15.1319	 7.3319	 7.3319	 519547	 -453182	 -453182	 
2.45	 691325	 1.06598e+06	 1.06598e+06	 15.1313	 7.33135	 7.33135	 519490	 -453104	 -453104	 
2.46	 691253	 1.06579e+06	 1.06579e+06	 15.1308	 7.33079	 7.33079	 519436	 -453026	 -453026	 
2.47	 691184	 1.06561e+06	 1.06561e+06	 15.1302	 7.33023	 7.33023	 519384	 -452947	 -452947	 
2.48	 691117	 1.06543e+06	 1.06543e+06	 15.1297	 7.32967	 7.32967	 519333	 -452868	 -452868	 
2.49	 691051	 1.06525e+06	 1.06525e+06	 15.1291	 7.3291	 7.3291	 519283	 -452789	 -452789	 
2.5	 690984	 1.06506e+06	 1.06506e+06	 15.1285	 7.32854	 7.32854	 519232	 -452709	 -452709	 
2.51	 690915	 1.06488e+06	 1.06488e+06	 15.128	 7.32797	 7.32797	 519179	 -452630	 -452630	 
2.52	 690843	 1.0647e+06	 1.0647e+06	 15.1274	 7.32739	 7.32739	 519124	 -452550	 -452550	 
2.53	 690768	 1.06451e+06	 1.06451e+06	 15.1268	 7.32682	 7.32682	 519066	 -452471	 -452471	 
2.54	 690687	 1.06433e+06	 1.06433e+06	 15.1262	 7.32624	 7.32624	 519004	 -452393	 -452393	 
2.55	 690600	 1.06415e+06	 1.06415e+06	 15.1257	 7.32567	 7.32567	 518938	 -452314	 -452314	 
2.56	 690507	 1.06397e+06	 1.06397e+06	 15.1251	 7.32509	 7.32509	 518866	 -452237	 -452237	 
2.57	 690406	 1.06379e+06	 1.06379e+06	 15.1245	 7.3245	 7.3245	 518788	 -452159	 -452159	 
2.58	 690297	 1.06362e+06	 1.06362e+06	 15.1239	 7.32392	 7.32392	 518704	 -452083	 -452083	 
2.59	 690179	 1.06344e+06	 1.06344e+06	 15.1233	 7.32333	 7.32333	 518612	 -452007	 -452007	 
2.6	 690052	 1.06327e+06	 1.06327e+06	 15.1227	 7.32274	 7.32274	 518514	 -451932	 -451932	 
2.61	 689916	 1.0631e+06	 1.0631e+06	 15.1221	 7.32215	 7.32215	 518409	 -451858	 -451858	 
2.62	 689770	 1.06293e+06	 1.06293e+06	 15.1216	 7.32155	 7.32155	 518296	 -451784	 -451784	 
2.63	 689614	 1.06276e+06	 1.06276e+06	 15.121	 7.32096	 7.32096	 518175	 -451712	 -451712	 
2.64	 689449	 1.0626e+06	 1.0626e+06	 15.1204	 7.32036	 7.32036	 518048	 -451640	 -451640	 
2.65	 689275	 1.06244e+06	 1.06244e+06	 15.1198	 7.31976	 7.31976	 517913	 -451570	 -451570	 
2.66	 689091	 1.06228e+06	 1.06228e+06	 15.1192	 7.31915	 7.31915	 517771	 -451501	 -451501	 
2.67	 688900	 1.06212e+06	 1.06212e+06	 15.1185	 7.31855	 7.31855	 517623	 -451433	 -451433	 
2.68	 688701	 1.06197e+06	 1.06197e+06	 15.1179	 7.31794	 7.31794	 517469	 -451366	 -451366	 
2.69	 688496	 1.06182e+06	 1.06182e+06	 15.1173	 7.31733	 7.31733	 517310	 -451301	 -451301	 
2.7	 688284	 1.06167e+06	 1.06167e+06	 15.1167	 7.31672	 7.31672	 517146	 -451236	 -451236	 
2.71	 688068	 1.06153e+06	 1.06153e+06	 15.1161	 7.3161	 7.3161	 516979	 -451173	 -451173	 
2.72	 687848	 1.06139e+06	 1.06139e+06	 15.1155	 7.31549	 7.31549	 516808	 -451111	 -451111	 
2.73	 687625	 1.06125e+06	 1.06125e+06	 15.1149	 7.31487	 7.31487	 516636	 -451051	 -451051	 
2.74	 687401	 1.06112e+06	 1.06112e+06	 15.1142	 7.31425	 7.31425	 516462	 -450992	 -450992	 
2.75	 687176	 1.06098e+06	 1.06098e+06	 15.1136	 7.31362	 7.31362	 516288	 -450934	 -450934	 
2.76	 686953	 1.06086e+06	 1.06086e+06	 15.113	 7.313	 7.313	 516114	 -450877	 -450877	 
2.77	 686732	 1.06073e+06	 1.06073e+06	 15.1124	 7.31237	 7.31237	 515943	 -450821	 -450821	 
2.78	 686514	 1.06061e+06	 1.06061e+06	 15.1117	 7.31174	 7.31174	 515774	 -450767	 -450767	 
2.79	 686302	 1.06048e+06	 1.06048e+06	 15.1111	 7.31111	 7.31111	 515608	 -450713	 -450713	 
2.8	 686096	 1.06037e+06	 1.06037e+06	 15.1105	 7.31047	 7.31047	 515448	 -450661	 -450661	 
2.81	 685897	 1.06025e+06	 1.06025e+06	 15.1098	 7.30983	 7.30983	 515293	 -450610	 -450610	 
2.82	 685707	 1.06014e+06	 1.06014e+06	 15.1092	 7.30919	 7.30919	 515145	 -450559	 -450559	 
2.83	 685527	 1.06002e+06	 1.06002e+06	 15.1086	 7.30855	 7.30855	 515004	 -450510	 -450510	 
2.84	 685358	 1.05991e+06	 1.05991e+06	 15.1079	 7.30791	 7.30791	 514871	 -450461	 -450461	 
2.85	 685201	 1.05981e+06	 1.05981e+06	 15.1073	 7.30726	 7.30726	 514748	 -450413	 -450413	 
2.86	 685057	 1.0597e+06	 1.0597e+06	 15.1066	 7.30661	 7.30661	 514634	 -450365	 -450365	 
2.87	 684927	 1.05959e+06	 1.05959e+06	 15.106	 7.30596	 7.30596	 514531	 -450318	 -450318	 
2.88	 684812	 1.05949e+06	 1.05949e+06	 15.1053	 7.30531	 7.30531	 514439	 -450271	 -450271	 
2.89	 684712	 1.05938e+06	 1.05938e+06	 15.1047	 7.30465	 7.30465	 514359	 -450224	 -450224	 
2.9	 684628	 1.05928e+06	 1.05928e+06	 15.104	 7.304	 7.304	 514290	 -450178	 -450178	 
2.91	 684561	 1.05918e+06	 1.05918e+06	 15.1033	 7.30334	 7.30334	 514235	 -450132	 -450132	 
2.92	 684510	 1.05907e+06	 1.05907e+06	 15.1027	 7.30267	 7.30267	 514193	 -450085	 -450085	 
2.93	 684478	 1.05897e+06	 1.05897e+06	 15.102	 7.30201	 7.30201	 514163	 -450039	 -450039	 
2.94	 684463	 1.05886e+06	 1.05886e+06	 15.1013	 7.30134	 7.30134	 514148	 -449992	 -449992	 
2.95	 684466	 1.05876e+06	 1.05876e+06	 15.1007	 7.30067	 7.30067	 514146	 -449945	 -449945	 
2.96	 684488	 1.05865e+06	 1.05865e+06	 15.1	 7.3	 7.3	 514158	 -449897	 -449897	 
2.97	 684528	 1.05854e+06	 1.05854e+06	 15.0993	 7.29933	 7.29933	 514184	 -449849	 -449849	 
2.98	 684586	 1.05844e+06	 1.05844e+06	 15.0987	 7.29865	 7.29865	 514224	 -449800	 -449800	 
2.99	 684663	 1.05832e+06	 1.05832e+06	 15.098	 7.29797	 7.29797	 514277	 -449750	 -449750	 
3	 684757	 1.05821e+06	 1.05821e+06	 15.0973	 7.29729	 7.29729	 514345	 -449700	 -449700	 
3.01	 684870	 1.0581e+06	 1.0581e+06	 15.0966	 7.29661	 7.29661	 514426	 -449649	 -449649	 
3.02	 685000	 1.05798e+06	 1.05798e+06	 15.0959	 7.29593	 7.29593	 514521	 -449597	 -449597	 
3.03	 685148	 1.05786e+06	 1.05786e+06	 15.0952	 7.29524	 7.29524	 514628	 -449544	 -449544	 
3.04	 685312	 1.05774e+06	 1.05774e+06	 15.0946	 7.29455	 7.29455	 514749	 -449490	 -449490	 
3.05	 685494	 1.05762e+06	 1.05762e+06	 15.0939	 7.29386	 7.29386	 514883	 -449436	 -449436	 
3.06	 685692	 1.0575e+06	 1.0575e+06	 15.0932	 7.29316	 7.29316	 515029	 -449380	 -449380	 
3.07	 685905	 1.05737e+06	 1.05737e+06	 15.0925	 7.29247	 7.29247	 515187	 -449323	 -449323	 
3.08	 686134	 1.05724e+06	 1.05724e+06	 15.0918	 7.29177	 7.29177	 515356	 -449265	 -449265	 
3.09	 686377	 1.05711e+06	 1.05711e+06	 15.0911	 7.29107	 7.29107	 515537	 -449207	 -449207	 
3.1	 686634	 1.05698e+06	 1.05698e+06	 15.0904	 7.29037	 7.29037	 515728	 -449147	 -449147	 
3.11	 686905	 1.05684e+06	 1.05684e+06	 15.0897	 7.28966	 7.28966	 515930	 -449087	 -449087	 
3.12	 687189	 1.0567e+06	 1.0567e+06	 15.089	 7.28895	 7.28895	 516141	 -449026	 -449026	 
3.13	 687484	 1.05657e+06	 1.05657e+06	 15.0882	 7.28824	 7.28824	 516361	 -448964	 -448964	 
3.14	 687791	 1.05642e+06	 1.05642e+06	 15.0875	 7.28753	 7.28753	 516590	 -448901	 -448901	 
3.15	 688109	 1.05628e+06	 1.05628e+06	 15.0868	 7.28682	 7.28682	 516827	 -448838	 -448838	 
3.16	 688436	 1.05614e+06	 1.05614e+06	 15.0861	 7.2861	 7.2861	 517072	 -448774	 -448774	 
3.17	 688772	 1.056e+06	 1.056e+06	 15.0854	 7.28538	 7.28538	 517323	 -448709	 -448709	 
3.18	 689116	 1.05585e+06	 1.05585e+06	 15.0847	 7.28466	 7.28466	 517580	 -448644	 -448644	 
3.19	 689467	 1.0557e+06	 1.0557e+06	 15.0839	 7.28394	 7.28394	 517843	 -448579	 -448579	 
3.2	 689825	 1.05556e+06	 1.05556e+06	 15.0832	 7.28321	 7.28321	 518111	 -448513	 -448513	 
3.21	 690188	 1.05541e+06	 1.05541e+06	 15.0825	 7.28249	 7.28249	 518383	 -448448	 -448448	 
3.22	 690556	 1.05526e+06	 1.05526e+06	 15.0818	 7.28176	 7.28176	 518659	 -448382	 -448382	 
3.23	 690927	 1.05512e+06	 1.05512e+06	 15.081	 7.28102	 7.28102	 518937	 -448316	 -448316	 
3.24	 691301	 1.05497e+06	 1.05497e+06	 15.0803	 7.28029	 7.28029	 519218	 -448251	 -448251	 
3.25	 691677	 1.05482e+06	 1.05482e+06	 15.0796	 7.27955	 7.27955	 519500	 -448185	 -448185	 
3.26	 692054	 1.05468e+06	 1.05468e+06	 15.0788	 7.27882	 7.27882	 519783	 -448120	 -448120	 
3.27	 692431	 1.05453e+06	 1.05453e+06	 15.0781	 7.27807	 7.27807	 520066	 -448056	 -448056	 
3.28	 692808	 1.05439e+06	 1.05439e+06	 15.0773	 7.27733	 7.27733	 520348	 -447991	 -447991	 
3.29	 693183	 1.05425e+06	 1.05425e+06	 15.0766	 7.27659	 7.27659	 520630	 -447928	 -447928	 
3.3	 693555	 1.05411e+06	 1.05411e+06	 15.0758	 7.27584	 7.27584	 520909	 -447865	 -447865	 
3.31	 693925	 1.05397e+06	 1.05397e+06	 15.0751	 7.27509	 7.27509	 521186	 -447803	 -447803	 
3.32	 694290	 1.05383e+06	 1.05383e+06	 15.0743	 7.27434	 7.27434	 521461	 -447741	 -447741	 
3.33	 694651	 1.0537e+06	 1.0537e+06	 15.0736	 7.27358	 7.27358	 521732	 -447681	 -447681	 
3.34	 695007	 1.05357e+06	 1.05357e+06	 15.0728	 7.27283	 7.27283	 521999	 -447622	 -447622	 
3.35	 695357	 1.05344e+06	 1.05344e+06	 15.0721	 7.27207	 7.27207	 522262	 -447563	 -447563	 
3.36	 695700	 1.05331e+06	 1.05331e+06	 15.0713	 7.27131	 7.27131	 522520	 -447506	 -447506	 
3.37	 696037	 1.05319e+06	 1.05319e+06	 15.0705	 7.27055	 7.27055	 522773	 -447450	 -447450	 
3.38	 696367	 1.05307e+06	 1.05307e+06	 15.0698	 7.26978	 7.26978	 523020	 -447396	 -447396	 
3.39	 696689	 1.05295e+06	 1.05295e+06	 15.069	 7.26901	 7.26901	 523262	 -447342	 -447342	 
3.4	 697003	 1.05284e+06	 1.05284e+06	 15.0682	 7.26824	 7.26824	 523498	 -447290	 -447290	 
3.41	 697309	 1.05273e+06	 1.05273e+06	 15.0675	 7.26747	 7.26747	 523728	 -447240	 -447240	 
3.42	 697607	 1.05262e+06	 1.05262e+06	 15.0667	 7.2667	 7.2667	 523952	 -447191	 -447191	 
3.43	 697897	 1.05252e+06	 1.05252e+06	 15.0659	 7.26592	 7.26592	 524169	 -447143	 -447143	 
3.44	 698178	 1.05242e+06	 1.05242e+06	 15.0651	 7.26514	 7.26514	 524381	 -447097	 -447097	 
3.45	 698451	 1.05232e+06	 1.05232e+06	 15.0644	 7.26436	 7.26436	 524586	 -447052	 -447052	 
3.46	 698716	 1.05223e+06	 1.05223e+06	 15.0636	 7.26358	 7.26358	 524785	 -447009	 -447009	 
3.47	 698974	 1.05214e+06	 1.05214e+06	 15.0628	 7.2628	 7.2628	 524978	 -446968	 -446968	 
3.48	 699223	 1.05205e+06	 1.05205e+06	 15.062	 7.26201	 7.26201	 525166	 -446928	 -446928	 
3.49	 699465	 1.05197e+06	 1.05197e+06	 15.0612	 7.26122	 7.26122	 525348	 -446889	 -446889	 
3.5	 699701	 1.05189e+06	 1.05189e+06	 15.0604	 7.26043	 7.26043	 525525	 -446853	 -446853	 
3.51	 699929	 1.05182e+06	 1.05182e+06	 15.0596	 7.25964	 7.25964	 525697	 -446818	 -446818	 
3.52	 700152	 1.05175e+06	 1.05175e+06	 15.0588	 7.25884	 7.25884	 525865	 -446784	 -446784	 
3.53	 700369	 1.05168e+06	 1.05168e+06	 15.058	 7.25804	 7.25804	 526028	 -446752	 -446752	 
3.54	 700581	 1.05162e+06	 1.05162e+06	 15.0572	 7.25724	 7.25724	 526188	 -446721	 -446721	 
3.55	 700789	 1.05156e+06	 1.05156e+06	 15.0564	 7.25644	 7.25644	 526344	 -446692	 -446692	 
3.56	 700993	 1.0515e+06	 1.0515e+06	 15.0556	 7.25564	 7.25564	 526498	 -446665	 -446665	 
3.57	 701194	 1.05145e+06	 1.05145e+06	 15.0548	 7.25483	 7.25483	 526649	 -446639	 -446639	 
3.58	 701392	 1.0514e+06	 1.0514e+06	 15.054	 7.25402	 7.25402	 526798	 -446614	 -446614	 
3.59	 701588	 1.05135e+06	 1.05135e+06	 15.0532	 7.25321	 7.25321	 526947	 -446590	 -446590	 
3.6	 701782	 1.05131e+06	 1.05131e+06	 15.0524	 7.2524	 7.2524	 527094	 -446568	 -446568	 
3.61	 701976	 1.05126e+06	 1.05126e+06	 15.0516	 7.25158	 7.25158	 527241	 -446547	 -446547	 
3.62	 702170	 1.05123e+06	 1.05123e+06	 15.0508	 7.25077	 7.25077	 527387	 -446527	 -446527	 
3.63	 702365	 1.05119e+06	 1.05119e+06	 15.0499	 7.24995	 7.24995	 527535	 -446508	 -446508	 
3.64	 702561	 1.05116e+06	 1.05116e+06	 15.0491	 7.24913	 7.24913	 527683	 -446491	 -446491	 
3.65	 702758	 1.05113e+06	 1.05113e+06	 15.0483	 7.2483	 7.2483	 527833	 -446474	 -446474	 
3.66	 702958	 1.0511e+06	 1.0511e+06	 15.0475	 7.24748	 7.24748	 527985	 -446458	 -446458	 
3.67	 703160	 1.05107e+06	 1.05107e+06	 15.0466	 7.24665	 7.24665	 528139	 -446443	 -446443	 
3.68	 703366	 1.05105e+06	 1.05105e+06	 15.0458	 7.24582	 7.24582	 528295	 -446429	 -446429	 
3.69	 703575	 1.05102e+06	 1.05102e+06	 15.045	 7.24499	 7.24499	 528455	 -446415	 -446415	 
3.7	 703789	 1.051e+06	 1.051e+06	 15.0442	 7.24415	 7.24415	 528618	 -446402	 -446402	 
3.71	 704007	 1.05098e+06	 1.05098e+06	 15.0433	 7.24332	 7.24332	 528784	 -446390	 -446390	 
3.72	 704229	 1.05096e+06	 1.05096e+06	 15.0425	 7.24248	 7.24248	 528954	 -446378	 -446378	 
3.73	 704457	 1.05094e+06	 1.05094e+06	 15.0416	 7.24164	 7.24164	 529128	 -446367	 -446367	 
3.74	 704690	 1.05093e+06	 1.05093e+06	 15.0408	 7.24079	 7.24079	 529305	 -446356	 -446356	 
3.75	 704928	 1.05091e+06	 1.05091e+06	 15.0399	 7.23995	 7.23995	 529488	 -446345	 -446345	 
3.76	 705172	 1.05089e+06	 1.05089e+06	 15.0391	 7.2391	 7.2391	 529674	 -446334	 -446334	 
3.77	 705421	 1.05088e+06	 1.05088e+06	 15.0383	 7.23825	 7.23825	 529865	 -446324	 -446324	 
3.78	 705676	 1.05086e+06	 1.05086e+06	 15.0374	 7.2374	 7.2374	 530060	 -446314	 -446314	 
3.79	 705936	 1.05085e+06	 1.05085e+06	 15.0365	 7.23655	 7.23655	 530260	 -446303	 -446303	 
3.8	 706202	 1.05083e+06	 1.05083e+06	 15.0357	 7.23569	 7.23569	 530464	 -446293	 -446293	 
3.81	 706473	 1.05081e+06	 1.05081e+06	 15.0348	 7.23483	 7.23483	 530672	 -446283	 -446283	 
3.82	 706749	 1.0508e+06	 1.0508e+06	 15.034	 7.23397	 7.23397	 530884	 -446272	 -446272	 
3.83	 707031	 1.05078e+06	 1.05078e+06	 15.0331	 7.23311	 7.23311	 531100	 -446261	 -446261	 
3.84	 707317	 1.05076e+06	 1.05076e+06	 15.0322	 7.23225	 7.23225	 531320	 -446250	 -446250	 
3.85	 707608	 1.05075e+06	 1.05075e+06	 15.0314	 7.23138	 7.23138	 531544	 -446238	 -446238	 
3.86	 707902	 1.05073e+06	 1.05073e+06	 15.0305	 7.23051	 7.23051	 531770	 -446226	 -446226	 
3.87	 708201	 1.0507e+06	 1.0507e+06	 15.0296	 7.22964	 7.22964	 532000	 -446213	 -446213	 
3.88	 708502	 1.05068e+06	 1.05068e+06	 15.0288	 7.22877	 7.22877	 532232	 -446199	 -446199	 
3.89	 708807	 1.05066e+06	 1.05066e+06	 15.0279	 7.22789	 7.22789	 532467	 -446185	 -446185	 
3.9	 709114	 1.05063e+06	 1.05063e+06	 15.027	 7.22702	 7.22702	 532704	 -446170	 -446170	 
3.91	 709423	 1.0506e+06	 1.0506e+06	 15.0261	 7.22614	 7.22614	 532942	 -446154	 -446154	 
3.92	 709733	 1.05057e+06	 1.05057e+06	 15.0253	 7.22526	 7.22526	 533181	 -446137	 -446137	 
3.93	 710044	 1.05054e+06	 1.05054e+06	 15.0244	 7.22437	 7.22437	 533421	 -446120	 -446120	 
3.94	 710356	 1.05051e+06	 1.05051e+06	 15.0235	 7.22349	 7.22349	 533662	 -446101	 -446101	 
3.95	 710667	 1.05047e+06	 1.05047e+06	 15.0226	 7.2226	 7.2226	 533902	 -446083	 -446083	 
3.96	 710977	 1.05044e+06	 1.05044e+06	 15.0217	 7.22171	 7.22171	 534142	 -446064	 -446064	 
3.97	 711286	 1.0504e+06	 1.0504e+06	 15.0208	 7.22082	 7.22082	 534381	 -446044	 -446044	 
3.98	 711592	 1.05036e+06	 1.05036e+06	 15.0199	 7.21992	 7.21992	 534618	 -446025	 -446025	 
3.99	 711896	 1.05033e+06	 1.05033e+06	 15.019	 7.21903	 7.21903	 534854	 -446005	 -446005	 
4	 712196	 1.05029e+06	 1.05029e+06	 15.0181	 7.21813	 7.21813	 535087	 -445986	 -445986	 
4.01	 712493	 1.05025e+06	 1.05025e+06	 15.0172	 7.21723	 7.21723	 535317	 -445967	 -445967	 
4.02	 712785	 1.05022e+06	 1.05022e+06	 15.0163	 7.21632	 7.21632	 535544	 -445948	 -445948	 
4.03	 713071	 1.05019e+06	 1.05019e+06	 15.0154	 7.21542	 7.21542	 535767	 -445930	 -445930	 
4.04	 713352	 1.05015e+06	 1.05015e+06	 15.0145	 7.21451	 7.21451	 535985	 -445912	 -445912	 
4.05	 713627	 1.05012e+06	 1.05012e+06	 15.0136	 7.2136	 7.2136	 536199	 -445896	 -445896	 
4.06	 713894	 1.0501e+06	 1.0501e+06	 15.0127	 7.21269	 7.21269	 536408	 -445880	 -445880	 
4.07	 714154	 1.05007e+06	 1.05007e+06	 15.0118	 7.21178	 7.21178	 536611	 -445865	 -445865	 
4.08	 714406	 1.05005e+06	 1.05005e+06	 15.0109	 7.21086	 7.21086	 536808	 -445852	 -445852	 
4.09	 714650	 1.05003e+06	 1.05003e+06	 15.0099	 7.20995	 7.20995	 536999	 -445839	 -445839	 
4.1	 714884	 1.05001e+06	 1.05001e+06	 15.009	 7.20903	 7.20903	 537183	 -445828	 -445828	 
4.11	 715109	 1.05e+06	 1.05e+06	 15.0081	 7.2081	 7.2081	 537360	 -445818	 -445818	 
4.12	 715324	 1.04999e+06	 1.04999e+06	 15.0072	 7.20718	 7.20718	 537530	 -445810	 -445810	 
4.13	 715529	 1.04998e+06	 1.04998e+06	 15.0063	 7.20625	 7.20625	 537691	 -445803	 -445803	 
4.14	 715723	 1.04998e+06	 1.04998e+06	 15.0053	 7.20533	 7.20533	 537845	 -445797	 -445797	 
4.15	 715906	 1.04997e+06	 1.04997e+06	 15.0044	 7.2044	 7.2044	 537991	 -445792	 -445792	 
4.16	 716078	 1.04998e+06	 1.04998e+06	 15.0035	 7.20346	 7.20346	 538129	 -445789	 -445789	 
4.17	 716239	 1.04998e+06	 1.04998e+06	 15.0025	 7.20253	 7.20253	 538258	 -445788	 -445788	 
4.18	 716388	 1.04999e+06	 1.04999e+06	 15.0016	 7.20159	 7.20159	 538378	 -445788	 -445788	 
4.19	 716526	 1.05e+06	 1.05e+06	 15.0007	 7.20065	 7.20065	 538489	 -445789	 -445789	 
4.2	 716652	 1.05002e+06	 1.05002e+06	 14.9997	 7.19971	 7.19971	 538592	 -445791	 -445791	 
4.21	 716766	 1.05004e+06	 1.05004e+06	 14.9988	 7.19877	 7.19877	 538686	 -445795	 -445795	 
4.22	 716868	 1.05006e+06	 1.05006e+06	 14.9978	 7.19783	 7.19783	 538771	 -445800	 -445800	 
4.23	 716958	 1.05008e+06	 1.05008e+06	 14.9969	 7.19688	 7.19688	 538847	 -445807	 -445807	 
4.24	 717037	 1.05011e+06	 1.05011e+06	 14.9959	 7.19593	 7.19593	 538914	 -445814	 -445814	 
4.25	 717104	 1.05014e+06	 1.05014e+06	 14.995	 7.19498	 7.19498	 538973	 -445823	 -445823	 
4.26	 717160	 1.05017e+06	 1.05017e+06	 14.994	 7.19402	 7.19402	 539023	 -445833	 -445833	 
4.27	 717205	 1.05021e+06	 1.05021e+06	 14.9931	 7.19307	 7.19307	 539065	 -445844	 -445844	 
4.28	 717239	 1.05024e+06	 1.05024e+06	 14.9921	 7.19211	 7.19211	 539098	 -445856	 -445856	 
4.29	 717263	 1.05029e+06	 1.05029e+06	 14.9912	 7.19115	 7.19115	 539124	 -445869	 -445869	 
4.3	 717276	 1.05033e+06	 1.05033e+06	 14.9902	 7.19019	 7.19019	 539142	 -445884	 -445884	 
4.31	 717279	 1.05037e+06	 1.05037e+06	 14.9892	 7.18923	 7.18923	 539152	 -445899	 -445899	 
4.32	 717273	 1.05042e+06	 1.05042e+06	 14.9883	 7.18826	 7.18826	 539156	 -445915	 -445915	 
4.33	 717258	 1.05047e+06	 1.05047e+06	 14.9873	 7.18729	 7.18729	 539152	 -445933	 -445933	 
4.34	 717234	 1.05052e+06	 1.05052e+06	 14.9863	 7.18632	 7.18632	 539142	 -445951	 -445951	 
4.35	 717202	 1.05058e+06	 1.05058e+06	 14.9853	 7.18535	 7.18535	 539126	 -445970	 -445970	 
4.36	 717162	 1.05063e+06	 1.05063e+06	 14.9844	 7.18438	 7.18438	 539104	 -445990	 -445990	 
4.37	 717115	 1.05069e+06	 1.05069e+06	 14.9834	 7.1834	 7.1834	 539077	 -446010	 -446010	 
4.38	 717061	 1.05075e+06	 1.05075e+06	 14.9824	 7.18242	 7.18242	 539045	 -446032	 -446032	 
4.39	 717001	 1.05081e+06	 1.05081e+06	 14.9814	 7.18144	 7.18144	 539007	 -446054	 -446054	 
4.4	 716935	 1.05087e+06	 1.05087e+06	 14.9805	 7.18046	 7.18046	 538966	 -446077	 -446077	 
4.41	 716864	 1.05094e+06	 1.05094e+06	 14.9795	 7.17947	 7.17947	 538921	 -446100	 -446100	 
4.42	 716788	 1.051e+06	 1.051e+06	 14.9785	 7.17848	 7.17848	 538872	 -446124	 -446124	 
4.43	 716708	 1.05107e+06	 1.05107e+06	 14.9775	 7.1775	 7.1775	 538820	 -446148	 -446148	 
4.44	 716625	 1.05114e+06	 1.05114e+06	 14.9765	 7.1765	 7.1765	 538766	 -446173	 -446173	 
4.45	 716538	 1.05121e+06	 1.05121e+06	 14.9755	 7.17551	 7.17551	 538709	 -446198	 -446198	 
4.46	 716449	 1.05127e+06	 1.05127e+06	 14.9745	 7.17451	 7.17451	 538650	 -446224	 -446224	 
4.47	 716357	 1.05134e+06	 1.05134e+06	 14.9735	 7.17352	 7.17352	 538589	 -446250	 -446250	 
4.48	 716264	 1.05141e+06	 1.05141e+06	 14.9725	 7.17252	 7.17252	 538527	 -446276	 -446276	 
4.49	 716169	 1.05149e+06	 1.05149e+06	 14.9715	 7.17152	 7.17152	 538464	 -446302	 -446302	 
4.5	 716073	 1.05156e+06	 1.05156e+06	 14.9705	 7.17051	 7.17051	 538401	 -446329	 -446329	 
4.51	 715976	 1.05163e+06	 1.05163e+06	 14.9695	 7.1695	 7.1695	 538336	 -446355	 -446355	 
4.52	 715879	 1.0517e+06	 1.0517e+06	 14.9685	 7.1685	 7.1685	 538272	 -446382	 -446382	 
4.53	 715783	 1.05177e+06	 1.05177e+06	 14.9675	 7.16749	 7.16749	 538208	 -446408	 -446408	 
4.54	 715686	 1.05184e+06	 1.05184e+06	 14.9665	 7.16647	 7.16647	 538144	 -446435	 -446435	 
4.55	 715590	 1.05191e+06	 1.05191e+06	 14.9655	 7.16546	 7.16546	 538080	 -446461	 -446461	 
4.56	 715495	 1.05198e+06	 1.05198e+06	 14.9644	 7.16444	 7.16444	 538017	 -446487	 -446487	 
4.57	 715401	 1.05205e+06	 1.05205e+06	 14.9634	 7.16342	 7.16342	 537955	 -446512	 -446512	 
4.58	 715307	 1.05212e+06	 1.05212e+06	 14.9624	 7.1624	 7.1624	 537894	 -446538	 -446538	 
4.59	 715216	 1.05219e+06	 1.05219e+06	 14.9614	 7.16138	 7.16138	 537833	 -446563	 -446563	 
4.6	 715125	 1.05225e+06	 1.05225e+06	 14.9604	 7.16035	 7.16035	 537774	 -446587	 -446587	 
4.61	 715036	 1.05232e+06	 1.05232e+06	 14.9593	 7.15933	 7.15933	 537716	 -446611	 -446611	 
