Time	 FairTen1	 FairTen2	 FairTen3	 L1N20pZ	 L2N20pZ	 L3N20pZ	 L1N20FZ	 L2N20FZ	 L3N20FZ	 
(s)	 (N)       	 (N)       	 (N)       	 (m)       	 (m)       	 (m)       	 (N)       	 (N)       	 (N)       	 
199.191	 900705	 901102	 901102	 -72.0834	 -72.0851	 -72.0851	 -526414	 -526393	 -526393	 
199.216	 909188	 909614	 909614	 -72.0836	 -72.0852	 -72.0852	 -531418	 -531414	 -531414	 
199.216	 900546	 900942	 900942	 -72.0894	 -72.0911	 -72.0911	 -526331	 -526310	 -526310	 
199.242	 909450	 909877	 909877	 -72.0894	 -72.0911	 -72.0911	 -531582	 -531579	 -531579	 
199.242	 900848	 901245	 901245	 -72.0953	 -72.097	 -72.097	 -526518	 -526498	 -526498	 
199.267	 909552	 909980	 909980	 -72.0953	 -72.097	 -72.097	 -531653	 -531651	 -531651	 
199.267	 900990	 901388	 901388	 -72.1011	 -72.1028	 -72.1028	 -526613	 -526594	 -526594	 
199.292	 909609	 910037	 910037	 -72.1011	 -72.1028	 -72.1028	 -531698	 -531696	 -531696	 
199.292	 901087	 901486	 901486	 -72.1069	 -72.1086	 -72.1086	 -526682	 -526662	 -526662	 
199.318	 909206	 909633	 909633	 -72.1071	 -72.1088	 -72.1088	 -531477	 -531474	 -531474	 
199.318	 900867	 901265	 901265	 -72.113	 -72.1148	 -72.1148	 -526564	 -526544	 -526544	 
199.345	 909469	 909896	 909896	 -72.113	 -72.1148	 -72.1148	 -531641	 -531639	 -531639	 
199.345	 901171	 901571	 901571	 -72.119	 -72.1207	 -72.1207	 -526753	 -526734	 -526734	 
199.371	 909533	 909961	 909961	 -72.119	 -72.1207	 -72.1207	 -531690	 -531688	 -531688	 
199.371	 901277	 901677	 901677	 -72.1249	 -72.1266	 -72.1266	 -526826	 -526808	 -526808	 
199.397	 909539	 909967	 909967	 -72.1249	 -72.1266	 -72.1266	 -531706	 -531704	 -531704	 
199.397	 901325	 901725	 901725	 -72.1308	 -72.1325	 -72.1325	 -526867	 -526849	 -526849	 
199.423	 909521	 909950	 909950	 -72.1308	 -72.1325	 -72.1325	 -531708	 -531707	 -531707	 
199.423	 901350	 901751	 901751	 -72.1366	 -72.1384	 -72.1384	 -526894	 -526876	 -526876	 
199.451	 908991	 909418	 909418	 -72.1369	 -72.1386	 -72.1386	 -531413	 -531411	 -531411	 
199.451	 900991	 901391	 901391	 -72.143	 -72.1447	 -72.1447	 -526695	 -526677	 -526677	 
199.478	 909241	 909669	 909669	 -72.143	 -72.1447	 -72.1447	 -531571	 -531569	 -531569	 
199.478	 901285	 901686	 901686	 -72.149	 -72.1508	 -72.1508	 -526878	 -526861	 -526861	 
199.506	 909245	 909674	 909674	 -72.149	 -72.1508	 -72.1508	 -531586	 -531584	 -531584	 
199.506	 901334	 901735	 901735	 -72.1551	 -72.1568	 -72.1568	 -526919	 -526902	 -526902	 
199.533	 909190	 909618	 909618	 -72.1551	 -72.1568	 -72.1568	 -531566	 -531564	 -531564	 
199.533	 901322	 901724	 901724	 -72.1611	 -72.1628	 -72.1628	 -526926	 -526909	 -526909	 
199.561	 909114	 909542	 909542	 -72.1611	 -72.1628	 -72.1628	 -531534	 -531533	 -531533	 
199.561	 901292	 901693	 901693	 -72.167	 -72.1688	 -72.1688	 -526920	 -526904	 -526904	 
199.588	 909025	 909453	 909453	 -72.167	 -72.1688	 -72.1688	 -531495	 -531494	 -531494	 
199.588	 901248	 901650	 901650	 -72.1729	 -72.1747	 -72.1747	 -526908	 -526891	 -526891	 
199.615	 908923	 909351	 909351	 -72.1729	 -72.1747	 -72.1747	 -531448	 -531447	 -531447	 
199.615	 901191	 901593	 901593	 -72.1788	 -72.1806	 -72.1806	 -526887	 -526871	 -526871	 
199.645	 907953	 908378	 908378	 -72.1793	 -72.1811	 -72.1811	 -530898	 -530895	 -530895	 
199.645	 900579	 900979	 900979	 -72.1856	 -72.1874	 -72.1874	 -526540	 -526522	 -526522	 
199.675	 908265	 908691	 908691	 -72.1856	 -72.1874	 -72.1874	 -531092	 -531090	 -531090	 
199.675	 900939	 901341	 901341	 -72.1919	 -72.1937	 -72.1937	 -526762	 -526745	 -526745	 
199.704	 908209	 908635	 908635	 -72.1919	 -72.1937	 -72.1937	 -531073	 -531071	 -531071	 
199.704	 900931	 901333	 901333	 -72.1981	 -72.1999	 -72.1999	 -526771	 -526755	 -526755	 
199.734	 908094	 908520	 908520	 -72.1981	 -72.1999	 -72.1999	 -531019	 -531017	 -531017	 
199.734	 900865	 901266	 901266	 -72.2043	 -72.2061	 -72.2061	 -526746	 -526729	 -526729	 
199.763	 907988	 908413	 908413	 -72.2043	 -72.2061	 -72.2061	 -530970	 -530968	 -530968	 
199.763	 900806	 901208	 901208	 -72.2104	 -72.2122	 -72.2122	 -526725	 -526709	 -526709	 
199.793	 907907	 908333	 908333	 -72.2104	 -72.2122	 -72.2122	 -530937	 -530934	 -530934	 
199.793	 900775	 901176	 901176	 -72.2165	 -72.2183	 -72.2183	 -526720	 -526704	 -526704	 
199.823	 907861	 908287	 908287	 -72.2165	 -72.2183	 -72.2183	 -530923	 -530920	 -530920	 
199.823	 900777	 901179	 901179	 -72.2226	 -72.2244	 -72.2244	 -526735	 -526719	 -526719	 
199.852	 907850	 908276	 908276	 -72.2226	 -72.2244	 -72.2244	 -530929	 -530927	 -530927	 
199.852	 900815	 901217	 901217	 -72.2286	 -72.2304	 -72.2304	 -526771	 -526755	 -526755	 
199.882	 907872	 908298	 908298	 -72.2286	 -72.2304	 -72.2304	 -530954	 -530952	 -530952	 
199.882	 900886	 901288	 901288	 -72.2346	 -72.2364	 -72.2364	 -526825	 -526809	 -526809	 
199.911	 907919	 908345	 908345	 -72.2346	 -72.2364	 -72.2364	 -530994	 -530993	 -530993	 
199.911	 900982	 901385	 901385	 -72.2405	 -72.2424	 -72.2424	 -526894	 -526878	 -526878	 
199.941	 907983	 908410	 908410	 -72.2405	 -72.2424	 -72.2424	 -531045	 -531043	 -531043	 
199.941	 901096	 901500	 901500	 -72.2464	 -72.2483	 -72.2483	 -526973	 -526958	 -526958	 
199.97	 908057	 908484	 908484	 -72.2464	 -72.2483	 -72.2483	 -531100	 -531099	 -531099	 
199.97	 901220	 901624	 901624	 -72.2523	 -72.2541	 -72.2541	 -527058	 -527043	 -527043	 
200	 908133	 908561	 908561	 -72.2523	 -72.2541	 -72.2541	 -531157	 -531156	 -531156	 
200	 901346	 901750	 901750	 -72.2581	 -72.2599	 -72.2599	 -527144	 -527130	 -527130	 
200.031	 907532	 907957	 907957	 -72.2584	 -72.2603	 -72.2603	 -530821	 -530819	 -530819	 
200.031	 901123	 901526	 901526	 -72.2645	 -72.2664	 -72.2664	 -527024	 -527009	 -527009	 
200.062	 907899	 908325	 908325	 -72.2645	 -72.2664	 -72.2664	 -531047	 -531045	 -531045	 
200.062	 901541	 901946	 901946	 -72.2705	 -72.2724	 -72.2724	 -527280	 -527267	 -527267	 
200.094	 908003	 908430	 908430	 -72.2705	 -72.2724	 -72.2724	 -531120	 -531119	 -531119	 
200.094	 901696	 902102	 902102	 -72.2765	 -72.2784	 -72.2784	 -527384	 -527371	 -527371	 
200.125	 908053	 908480	 908480	 -72.2765	 -72.2784	 -72.2784	 -531162	 -531161	 -531161	 
200.125	 901797	 902204	 902204	 -72.2825	 -72.2844	 -72.2844	 -527456	 -527443	 -527443	 
200.156	 908082	 908509	 908509	 -72.2825	 -72.2844	 -72.2844	 -531191	 -531191	 -531191	 
200.156	 901878	 902284	 902284	 -72.2884	 -72.2903	 -72.2903	 -527516	 -527503	 -527503	 
200.187	 908093	 908521	 908521	 -72.2884	 -72.2903	 -72.2903	 -531210	 -531210	 -531210	 
200.187	 901941	 902348	 902348	 -72.2942	 -72.2962	 -72.2962	 -527566	 -527553	 -527553	 
200.22	 907695	 908121	 908121	 -72.2945	 -72.2964	 -72.2964	 -530992	 -530991	 -530991	 
200.22	 901751	 902158	 902158	 -72.3005	 -72.3024	 -72.3024	 -527466	 -527453	 -527453	 
200.252	 907867	 908295	 908295	 -72.3005	 -72.3024	 -72.3024	 -531105	 -531105	 -531105	 
200.252	 901977	 902385	 902385	 -72.3065	 -72.3084	 -72.3084	 -527611	 -527598	 -527598	 
200.285	 907845	 908272	 908272	 -72.3065	 -72.3084	 -72.3084	 -531105	 -531104	 -531104	 
200.285	 902008	 902415	 902415	 -72.3124	 -72.3143	 -72.3143	 -527642	 -527630	 -527630	 
200.317	 907778	 908205	 908205	 -72.3124	 -72.3143	 -72.3143	 -531078	 -531078	 -531078	 
200.317	 901994	 902402	 902402	 -72.3183	 -72.3202	 -72.3202	 -527647	 -527635	 -527635	 
200.35	 907695	 908123	 908123	 -72.3183	 -72.3202	 -72.3202	 -531043	 -531042	 -531042	 
200.35	 901966	 902374	 902374	 -72.3241	 -72.3261	 -72.3261	 -527643	 -527632	 -527632	 
200.382	 907611	 908038	 908038	 -72.3241	 -72.3261	 -72.3261	 -531006	 -531006	 -531006	 
200.382	 901936	 902344	 902344	 -72.3299	 -72.3318	 -72.3318	 -527639	 -527627	 -527627	 
200.415	 907534	 907961	 907961	 -72.3299	 -72.3318	 -72.3318	 -530973	 -530973	 -530973	 
200.415	 901913	 902320	 902320	 -72.3356	 -72.3376	 -72.3376	 -527638	 -527626	 -527626	 
200.447	 907469	 907895	 907895	 -72.3356	 -72.3376	 -72.3376	 -530947	 -530947	 -530947	 
200.447	 901902	 902310	 902310	 -72.3413	 -72.3432	 -72.3432	 -527644	 -527633	 -527633	 
200.48	 907417	 907843	 907843	 -72.3413	 -72.3432	 -72.3432	 -530929	 -530929	 -530929	 
200.48	 901905	 902313	 902313	 -72.3469	 -72.3488	 -72.3488	 -527659	 -527647	 -527647	 
200.512	 907376	 907802	 907802	 -72.3469	 -72.3488	 -72.3488	 -530917	 -530917	 -530917	 
200.512	 901919	 902327	 902327	 -72.3524	 -72.3544	 -72.3544	 -527679	 -527668	 -527668	 
200.545	 907343	 907769	 907769	 -72.3524	 -72.3544	 -72.3544	 -530910	 -530909	 -530909	 
200.545	 901941	 902349	 902349	 -72.3579	 -72.3599	 -72.3599	 -527704	 -527693	 -527693	 
200.577	 907313	 907739	 907739	 -72.3579	 -72.3599	 -72.3599	 -530904	 -530903	 -530903	 
200.577	 901967	 902375	 902375	 -72.3634	 -72.3653	 -72.3653	 -527732	 -527720	 -527720	 
200.61	 907283	 907709	 907709	 -72.3634	 -72.3653	 -72.3653	 -530898	 -530898	 -530898	 
200.61	 901993	 902401	 902401	 -72.3687	 -72.3707	 -72.3707	 -527759	 -527748	 -527748	 
200.642	 907254	 907680	 907680	 -72.3687	 -72.3707	 -72.3707	 -530893	 -530892	 -530892	 
200.642	 902020	 902428	 902428	 -72.3741	 -72.3761	 -72.3761	 -527787	 -527775	 -527775	 
200.675	 907227	 907653	 907653	 -72.3741	 -72.3761	 -72.3761	 -530889	 -530888	 -530888	 
200.675	 902049	 902457	 902457	 -72.3794	 -72.3814	 -72.3814	 -527816	 -527804	 -527804	 
200.707	 907207	 907632	 907632	 -72.3794	 -72.3814	 -72.3814	 -530888	 -530888	 -530888	 
200.707	 902085	 902493	 902493	 -72.3846	 -72.3866	 -72.3866	 -527848	 -527837	 -527837	 
200.74	 907198	 907623	 907623	 -72.3846	 -72.3866	 -72.3866	 -530894	 -530894	 -530894	 
200.74	 902132	 902540	 902540	 -72.3897	 -72.3918	 -72.3918	 -527888	 -527877	 -527877	 
200.772	 907203	 907628	 907628	 -72.3897	 -72.3918	 -72.3918	 -530908	 -530908	 -530908	 
200.772	 902194	 902602	 902602	 -72.3948	 -72.3969	 -72.3969	 -527935	 -527925	 -527925	 
200.805	 907222	 907647	 907647	 -72.3948	 -72.3969	 -72.3969	 -530931	 -530930	 -530930	 
200.805	 902270	 902678	 902678	 -72.3999	 -72.4019	 -72.4019	 -527991	 -527981	 -527981	 
200.837	 907251	 907676	 907676	 -72.3999	 -72.4019	 -72.4019	 -530958	 -530958	 -530958	 
200.837	 902355	 902764	 902764	 -72.4049	 -72.4069	 -72.4069	 -528053	 -528042	 -528042	 
200.87	 907284	 907709	 907709	 -72.4049	 -72.4069	 -72.4069	 -530988	 -530988	 -530988	 
200.87	 902446	 902854	 902854	 -72.4098	 -72.4119	 -72.4119	 -528116	 -528106	 -528106	 
200.902	 907316	 907741	 907741	 -72.4098	 -72.4119	 -72.4119	 -531018	 -531018	 -531018	 
200.902	 902535	 902944	 902944	 -72.4147	 -72.4168	 -72.4168	 -528180	 -528170	 -528170	 
200.935	 907344	 907769	 907769	 -72.4147	 -72.4168	 -72.4168	 -531045	 -531045	 -531045	 
200.935	 902621	 903029	 903029	 -72.4195	 -72.4216	 -72.4216	 -528241	 -528231	 -528231	 
200.967	 907365	 907791	 907791	 -72.4195	 -72.4216	 -72.4216	 -531068	 -531068	 -531068	 
200.967	 902700	 903109	 903109	 -72.4243	 -72.4264	 -72.4264	 -528298	 -528288	 -528288	 
201	 907379	 907804	 907804	 -72.4243	 -72.4264	 -72.4264	 -531086	 -531086	 -531086	 
201	 902771	 903180	 903180	 -72.429	 -72.4311	 -72.4311	 -528351	 -528341	 -528341	 
201.031	 907698	 908125	 908125	 -72.4288	 -72.4309	 -72.4309	 -531282	 -531283	 -531283	 
201.031	 903025	 903435	 903435	 -72.4333	 -72.4354	 -72.4354	 -528511	 -528502	 -528502	 
201.062	 907526	 907952	 907952	 -72.4333	 -72.4354	 -72.4354	 -531192	 -531192	 -531192	 
201.062	 902910	 903319	 903319	 -72.4377	 -72.4398	 -72.4398	 -528455	 -528445	 -528445	 
201.092	 908045	 908472	 908472	 -72.4375	 -72.4395	 -72.4395	 -531502	 -531504	 -531504	 
201.092	 903252	 903662	 903662	 -72.4416	 -72.4436	 -72.4436	 -528667	 -528658	 -528658	 
201.12	 908012	 908440	 908440	 -72.4414	 -72.4435	 -72.4435	 -531492	 -531493	 -531493	 
201.12	 903165	 903575	 903575	 -72.4454	 -72.4474	 -72.4474	 -528626	 -528618	 -528618	 
201.147	 908336	 908764	 908764	 -72.4451	 -72.4472	 -72.4472	 -531688	 -531690	 -531690	 
201.147	 903334	 903744	 903744	 -72.4488	 -72.4509	 -72.4509	 -528736	 -528728	 -528728	 
201.173	 908253	 908682	 908682	 -72.4487	 -72.4508	 -72.4508	 -531647	 -531649	 -531649	 
201.173	 903207	 903617	 903617	 -72.4522	 -72.4543	 -72.4543	 -528672	 -528663	 -528663	 
201.198	 908121	 908549	 908549	 -72.4521	 -72.4542	 -72.4542	 -531578	 -531580	 -531580	 
201.198	 903172	 903582	 903582	 -72.4554	 -72.4575	 -72.4575	 -528660	 -528651	 -528651	 
201.222	 908154	 908582	 908582	 -72.4553	 -72.4574	 -72.4574	 -531604	 -531605	 -531605	 
201.222	 903167	 903577	 903577	 -72.4586	 -72.4607	 -72.4607	 -528666	 -528657	 -528657	 
201.246	 908186	 908614	 908614	 -72.4585	 -72.4606	 -72.4606	 -531629	 -531630	 -531630	 
201.246	 903166	 903576	 903576	 -72.4616	 -72.4637	 -72.4637	 -528673	 -528664	 -528664	 
201.269	 907968	 908395	 908395	 -72.4616	 -72.4637	 -72.4637	 -531508	 -531510	 -531510	 
201.269	 902999	 903408	 903408	 -72.4647	 -72.4668	 -72.4668	 -528583	 -528574	 -528574	 
201.292	 908114	 908542	 908542	 -72.4646	 -72.4667	 -72.4667	 -531599	 -531601	 -531601	 
201.292	 903119	 903528	 903528	 -72.4675	 -72.4696	 -72.4696	 -528660	 -528651	 -528651	 
201.315	 907929	 908355	 908355	 -72.4675	 -72.4696	 -72.4696	 -531497	 -531498	 -531498	 
201.315	 902983	 903392	 903392	 -72.4704	 -72.4725	 -72.4725	 -528587	 -528578	 -528578	 
201.337	 907941	 908368	 908368	 -72.4703	 -72.4724	 -72.4724	 -531510	 -531512	 -531512	 
201.337	 903106	 903515	 903515	 -72.4731	 -72.4752	 -72.4752	 -528666	 -528657	 -528657	 
201.359	 907763	 908189	 908189	 -72.4731	 -72.4752	 -72.4752	 -531413	 -531414	 -531414	 
201.359	 902977	 903385	 903385	 -72.4759	 -72.478	 -72.478	 -528597	 -528588	 -528588	 
201.381	 907678	 908104	 908104	 -72.4759	 -72.478	 -72.478	 -531369	 -531369	 -531369	 
201.381	 902939	 903348	 903348	 -72.4786	 -72.4808	 -72.4808	 -528581	 -528572	 -528572	 
201.403	 907622	 908048	 908048	 -72.4786	 -72.4808	 -72.4808	 -531342	 -531342	 -531342	 
201.403	 902932	 903341	 903341	 -72.4814	 -72.4835	 -72.4835	 -528583	 -528573	 -528573	 
201.425	 907576	 908002	 908002	 -72.4814	 -72.4835	 -72.4835	 -531320	 -531321	 -531321	 
201.425	 902935	 903343	 903343	 -72.484	 -72.4862	 -72.4862	 -528590	 -528580	 -528580	 
201.447	 907535	 907960	 907960	 -72.484	 -72.4862	 -72.4862	 -531302	 -531302	 -531302	 
201.447	 902942	 903350	 903350	 -72.4867	 -72.4888	 -72.4888	 -528600	 -528590	 -528590	 
201.47	 907497	 907922	 907922	 -72.4867	 -72.4888	 -72.4888	 -531285	 -531285	 -531285	 
201.47	 902953	 903361	 903361	 -72.4893	 -72.4915	 -72.4915	 -528612	 -528602	 -528602	 
201.492	 907463	 907887	 907887	 -72.4893	 -72.4915	 -72.4915	 -531270	 -531270	 -531270	 
201.492	 902967	 903375	 903375	 -72.4919	 -72.4941	 -72.4941	 -528625	 -528616	 -528616	 
201.514	 907432	 907856	 907856	 -72.4919	 -72.4941	 -72.4941	 -531258	 -531258	 -531258	 
201.514	 902985	 903393	 903393	 -72.4945	 -72.4967	 -72.4967	 -528641	 -528632	 -528632	 
201.536	 907405	 907830	 907830	 -72.4945	 -72.4967	 -72.4967	 -531247	 -531247	 -531247	 
201.536	 903007	 903415	 903415	 -72.4971	 -72.4992	 -72.4992	 -528660	 -528650	 -528650	 
201.558	 907383	 907807	 907807	 -72.4971	 -72.4992	 -72.4992	 -531240	 -531240	 -531240	 
201.558	 903034	 903442	 903442	 -72.4996	 -72.5017	 -72.5017	 -528681	 -528672	 -528672	 
201.58	 907367	 907791	 907791	 -72.4996	 -72.5017	 -72.5017	 -531235	 -531235	 -531235	 
201.58	 903067	 903475	 903475	 -72.5021	 -72.5042	 -72.5042	 -528705	 -528696	 -528696	 
201.601	 907736	 908161	 908161	 -72.502	 -72.5041	 -72.5041	 -531454	 -531455	 -531455	 
201.601	 903345	 903754	 903754	 -72.5043	 -72.5065	 -72.5065	 -528873	 -528864	 -528864	 
201.622	 907567	 907991	 907991	 -72.5043	 -72.5065	 -72.5065	 -531361	 -531361	 -531361	 
201.622	 903223	 903632	 903632	 -72.5066	 -72.5088	 -72.5088	 -528808	 -528799	 -528799	 
201.643	 907517	 907941	 907941	 -72.5066	 -72.5088	 -72.5088	 -531336	 -531337	 -531337	 
201.643	 903221	 903630	 903630	 -72.5089	 -72.5111	 -72.5111	 -528812	 -528803	 -528803	 
201.664	 907513	 907937	 907937	 -72.5089	 -72.5111	 -72.5111	 -531339	 -531339	 -531339	 
201.664	 903266	 903674	 903674	 -72.5112	 -72.5134	 -72.5134	 -528842	 -528833	 -528833	 
201.685	 907528	 907953	 907953	 -72.5112	 -72.5134	 -72.5134	 -531352	 -531353	 -531353	 
201.685	 903330	 903738	 903738	 -72.5134	 -72.5156	 -72.5156	 -528884	 -528876	 -528876	 
201.706	 907555	 907979	 907979	 -72.5134	 -72.5156	 -72.5156	 -531372	 -531373	 -531373	 
201.706	 903404	 903813	 903813	 -72.5157	 -72.5178	 -72.5178	 -528933	 -528924	 -528924	 
201.727	 907589	 908013	 908013	 -72.5157	 -72.5178	 -72.5178	 -531397	 -531397	 -531397	 
201.727	 903487	 903896	 903896	 -72.5179	 -72.52	 -72.52	 -528986	 -528977	 -528977	 
201.748	 907628	 908052	 908052	 -72.5179	 -72.52	 -72.52	 -531424	 -531425	 -531425	 
201.748	 903574	 903983	 903983	 -72.52	 -72.5222	 -72.5222	 -529041	 -529033	 -529033	 
201.769	 907668	 908093	 908093	 -72.52	 -72.5222	 -72.5222	 -531452	 -531453	 -531453	 
201.769	 903663	 904073	 904073	 -72.5222	 -72.5243	 -72.5243	 -529098	 -529090	 -529090	 
201.79	 907707	 908132	 908132	 -72.5222	 -72.5243	 -72.5243	 -531479	 -531480	 -531480	 
201.79	 903751	 904161	 904161	 -72.5243	 -72.5265	 -72.5265	 -529154	 -529146	 -529146	 
201.811	 907741	 908166	 908166	 -72.5243	 -72.5264	 -72.5264	 -531503	 -531504	 -531504	 
201.811	 903834	 904244	 904244	 -72.5264	 -72.5285	 -72.5285	 -529206	 -529198	 -529198	 
201.832	 907765	 908190	 908190	 -72.5264	 -72.5285	 -72.5285	 -531522	 -531523	 -531523	 
201.832	 903907	 904317	 904317	 -72.5284	 -72.5306	 -72.5306	 -529253	 -529246	 -529246	 
201.853	 907777	 908202	 908202	 -72.5284	 -72.5306	 -72.5306	 -531533	 -531534	 -531534	 
201.853	 903967	 904377	 904377	 -72.5305	 -72.5327	 -72.5327	 -529293	 -529285	 -529285	 
201.874	 907772	 908197	 908197	 -72.5305	 -72.5327	 -72.5327	 -531534	 -531535	 -531535	 
201.874	 904011	 904421	 904421	 -72.5325	 -72.5347	 -72.5347	 -529323	 -529316	 -529316	 
201.895	 907749	 908174	 908174	 -72.5325	 -72.5347	 -72.5347	 -531525	 -531526	 -531526	 
201.895	 904037	 904447	 904447	 -72.5345	 -72.5367	 -72.5367	 -529343	 -529335	 -529335	 
201.916	 907707	 908132	 908132	 -72.5345	 -72.5367	 -72.5367	 -531505	 -531506	 -531506	 
201.916	 904044	 904455	 904455	 -72.5364	 -72.5386	 -72.5386	 -529352	 -529344	 -529344	 
201.937	 907647	 908072	 908072	 -72.5364	 -72.5386	 -72.5386	 -531474	 -531475	 -531475	 
201.937	 904033	 904443	 904443	 -72.5384	 -72.5406	 -72.5406	 -529350	 -529342	 -529342	 
201.958	 907569	 907993	 907993	 -72.5384	 -72.5406	 -72.5406	 -531433	 -531434	 -531434	 
201.958	 904004	 904414	 904414	 -72.5403	 -72.5425	 -72.5425	 -529337	 -529330	 -529330	 
201.979	 907475	 907899	 907899	 -72.5403	 -72.5425	 -72.5425	 -531383	 -531383	 -531383	 
201.979	 903959	 904370	 904370	 -72.5422	 -72.5444	 -72.5444	 -529316	 -529308	 -529308	 
202	 907369	 907792	 907792	 -72.5422	 -72.5444	 -72.5444	 -531325	 -531325	 -531325	 
202	 903902	 904312	 904312	 -72.544	 -72.5462	 -72.5462	 -529287	 -529279	 -529279	 
202.022	 907085	 907507	 907507	 -72.5441	 -72.5463	 -72.5463	 -531164	 -531164	 -531164	 
202.022	 903710	 904120	 904120	 -72.546	 -72.5482	 -72.5482	 -529179	 -529171	 -529171	 
202.043	 907042	 907464	 907464	 -72.546	 -72.5482	 -72.5482	 -531143	 -531143	 -531143	 
202.043	 903718	 904128	 904128	 -72.5479	 -72.5501	 -72.5501	 -529188	 -529180	 -529180	 
202.065	 906936	 907358	 907358	 -72.5479	 -72.5501	 -72.5501	 -531086	 -531085	 -531085	 
202.065	 903663	 904072	 904072	 -72.5497	 -72.5519	 -72.5519	 -529160	 -529152	 -529152	 
202.087	 906811	 907233	 907233	 -72.5497	 -72.5519	 -72.5519	 -531017	 -531016	 -531016	 
202.087	 903589	 903998	 903998	 -72.5515	 -72.5537	 -72.5537	 -529121	 -529113	 -529113	 
202.109	 906683	 907105	 907105	 -72.5515	 -72.5537	 -72.5537	 -530947	 -530946	 -530946	 
202.109	 903512	 903921	 903921	 -72.5533	 -72.5555	 -72.5555	 -529081	 -529073	 -529073	 
202.13	 906559	 906980	 906980	 -72.5533	 -72.5555	 -72.5555	 -530879	 -530878	 -530878	 
202.13	 903439	 903847	 903847	 -72.5551	 -72.5573	 -72.5573	 -529043	 -529035	 -529035	 
202.152	 906443	 906863	 906863	 -72.5551	 -72.5573	 -72.5573	 -530815	 -530814	 -530814	 
202.152	 903374	 903782	 903782	 -72.5568	 -72.559	 -72.559	 -529009	 -529001	 -529001	 
202.174	 906200	 906620	 906620	 -72.5568	 -72.5591	 -72.5591	 -530678	 -530676	 -530676	 
202.174	 903234	 903642	 903642	 -72.5586	 -72.5608	 -72.5608	 -528932	 -528923	 -528923	 
202.197	 906160	 906580	 906580	 -72.5586	 -72.5608	 -72.5608	 -530659	 -530657	 -530657	 
202.197	 903246	 903653	 903653	 -72.5603	 -72.5625	 -72.5625	 -528943	 -528935	 -528935	 
202.219	 906091	 906511	 906511	 -72.5603	 -72.5625	 -72.5625	 -530623	 -530621	 -530621	 
202.219	 903229	 903636	 903636	 -72.562	 -72.5642	 -72.5642	 -528938	 -528929	 -528929	 
202.241	 906022	 906441	 906441	 -72.562	 -72.5642	 -72.5642	 -530586	 -530585	 -530585	 
202.241	 903212	 903619	 903619	 -72.5637	 -72.5659	 -72.5659	 -528932	 -528923	 -528923	 
202.264	 905961	 906380	 906380	 -72.5637	 -72.5659	 -72.5659	 -530555	 -530553	 -530553	 
202.264	 903202	 903609	 903609	 -72.5653	 -72.5675	 -72.5675	 -528931	 -528922	 -528922	 
202.286	 905909	 906328	 906328	 -72.5653	 -72.5675	 -72.5675	 -530529	 -530527	 -530527	 
202.286	 903202	 903609	 903609	 -72.5669	 -72.5691	 -72.5691	 -528936	 -528927	 -528927	 
202.309	 905735	 906154	 906154	 -72.5669	 -72.5692	 -72.5692	 -530432	 -530430	 -530430	 
202.309	 903124	 903531	 903531	 -72.5685	 -72.5708	 -72.5708	 -528894	 -528885	 -528885	 
202.332	 905763	 906181	 906181	 -72.5685	 -72.5708	 -72.5708	 -530452	 -530450	 -530450	 
202.332	 903205	 903612	 903612	 -72.5701	 -72.5724	 -72.5724	 -528946	 -528937	 -528937	 
202.355	 905751	 906170	 906170	 -72.5701	 -72.5724	 -72.5724	 -530450	 -530447	 -530447	 
